1d 2d 4d 7d
K14546 -3.06011749452422 -1.36806870992174 -0.511277155165277 0.261172827544263
K03037 0.120982193333666 0.362718309861364 -0.763886965866485 -0.408067860299961
K14830 -0.762450913535677 -0.400415391079569 -0.0845993362769163 0.297646657054107
K12813 -0.234737285059947 -0.910693007342076 -0.864094186544628 -0.126419154028226
K03252 -0.760141258076082 -0.559580830647329 0.401001989335808 0.531870602990049
K14835 -1.86955210479778 -0.964664313052395 -0.0798094436461014 0.722364372272175
K05632 0.441094775530214 0.05589979024674 0.344990094512187 0.571532148716538
K09611 0.6242005230375 -0.0110266758723616 -0.388388836967076 -0.741991961115483
K03403 -0.580044860150426 -0.986261241687614 -1.82849692555886 -1.40644722135462
K14944 0.433823065866475 -0.175867744661081 0.40701289110251 0.0736101827342995
K02899 -0.0585660976675309 -0.127345107880423 -0.115760054966932 -0.329532190307839
K16478 -0.0646737200005403 -0.62020190370101 -0.132576477265723 -0.112539644797934
K22987 -0.427947570855142 -0.159334209141309 0.243044732656833 0.00914548626986682
K27244 0.598619019923533 0.637385119668594 0.519958588592662 0.0212950535920342
K10777 -0.217452347797712 -0.0979687219532564 -0.202901066937037 -0.460944170743509
K13218 0.977513923522034 1.48946463979674 0.885636997656675 0.824586888204531
K02896 -0.606211029822654 0.00718149773260771 0.630210111243359 1.7536119591717
K08766 1.67490568102773 1.80856432233252 0.622397559799764 0.0134075420043034
K07951 -0.582610614156301 -0.458753542987046 -0.410012011718851 -0.0873335010678722
K04382 0.00923582602006166 0.399394704285289 0.144842839653946 0.228185887663395
K12657 1.29664640514706 1.2876348719198 0.68045242123092 -0.529197043529377
K08813 -0.145512145779865 0.0516557638211232 0.436595198215886 0.857309852976428
K21867 -0.372310068323698 -0.551511734162251 -0.0382185445003468 -0.151340264716276
K17808 -0.205321978866135 -1.01291780191968 -0.481703280469988 0.231067191861695
K06173 -0.0580754522432765 -0.0700723876405896 0.610672069148363 0.382508714284883
K01415 -0.0275886433862968 -0.171845493515786 0.21354670935649 -0.111053692398967
K06020 -0.114868928051659 0.0811561542320291 -1.15620249259491 0.085670954438509
K02088 -4.11136708900891 -4.69292141608985 -6.40212119366039 -5.87620151245009
K18464 0.386802752908704 0.16827822749909 0.0360268910299284 0.0401042492648279
K03979 0.432659451789736 0.0619399900180106 0.32717716580427 0.308191081138739
K02115 -1.15499371084371 -0.527195725579444 -0.587382853917618 -0.470576361628561
K23334 -0.792196159682688 -0.139702273893194 -0.219942811366932 -0.569673153190834
K16185 -0.0269341955726971 0.150932226215103 -0.494815254267622 -0.379679014512712
K23341 0.162356454039144 -0.364482945369897 -0.836881135109527 -0.479218430211945
K01754 -2.12920835032705 -2.99570292141888 -0.565765179250141 -0.314336627351742
K14521 0.276780147948225 0.298611045896553 -0.0251842683071702 -0.582717474554954
K08867 0.398712465038231 0.610038583448854 0.496724110186841 0.338622573579238
K15507 1.00445096281649 1.17700985387279 0.530940249771049 0.539205216224113
K03768 0.332800331149572 0.214635395005542 -0.565534048722817 -0.334044272560419
K22544 -0.874865892982794 -1.35096064679743 -1.30133136057167 -0.914899362233791
K16892 -0.489543782987287 -0.859574756948843 -1.73910976194705 -0.676019116238435
K06639 0.0245423979873041 0.0773979057413942 0.437434598580507 0.669257882867552
K03439 -0.285927033375009 -0.626671052553778 0.422016590984943 0.563739453567389
K01113 2.24640152703225 1.87720806301296 1.30070105134158 0.0754158713746625
K14805 -0.93930269814339 -0.00991388005261754 0.985135148195216 1.07647004534358
K05665 0.393291363156914 0.15808461742703 -0.221518204999629 0.133531199375499
K03363 0.0609352794103245 -0.362052591345444 0.370918582261343 0.424272513356342
K22614 0.220980263652052 -0.147264942434386 -0.30231444718403 0.102957311850768
K07407 0.200731555968966 0.107271552021651 -0.486467073163313 -0.161845690890043
K07890 -0.400601709459057 -0.0592866694569091 -0.00746488291248639 0.547291838565035
K12854 -0.190641798653759 -0.529276978190418 -0.615431163256035 -0.916787645515071
K07151 -0.138184626860067 -0.149176189432303 0.118426943524449 0.532470833274393
K20606 -0.233050055099986 0.309063499618353 -0.360517899832709 0.0390192417903285
K22063 0.243693218508413 0.447423675926653 0.110818868842071 0.215572963382324
K08342 -0.207244183494284 -0.0220282604232288 -0.0780378519545299 0.272577131595412
K00326 -0.0652172476431052 0.116445323560185 -0.0709994870856757 0.0217543996354054
K00703 0.110584172606999 0.761336063255168 0.476338543218146 0.0821719059863015
K07203 0.825486073071306 0.371409387532766 0.372773499258437 -0.171057967481641
K14050 0.0112084071267517 -0.430384045546603 -0.293424849550085 0.163724391260363
K13109 -0.459898062637241 -0.173485078732332 -0.0405052604943372 0.126744490470215
K02492 -0.631705554818653 -0.858567814657513 -2.28032508412438 -0.850296622097731
K07508 3.13869469647771 3.66489835775292 2.44922423955947 1.04731098825669
K04097 0.249706721728559 0.417433792323688 -0.774389572338914 -1.15535240816088
K01054 -0.343930899347974 -0.343216941816856 -0.249322899317713 -0.24874124054751
K13513 0.0329081019003902 0.649575235044189 0.0678415574556956 0.00261736773850746
K14731 -0.287911201429889 -0.0453295883632424 0.39944706202313 0.307158041615016
K01077 0.676088928892889 1.07263379640337 0.0721301013623329 -0.259120996813247
K20360 0.778481110619208 0.800467666489032 1.25797194140342 0.360619131259523
K24734 0.165907856342247 -0.0559418646039605 0.141879058907432 0.0128302532675433
K13124 -0.335737271226681 -0.472111841862375 0.00530629348720776 -0.161020398541855
K22856 -0.0435711135953749 0.343129136512243 -0.169070362353673 0.303251629041688
K25894 -0.120717023461237 -0.179355203316056 -0.027894877029251 -0.188109186243193
K01933 0.198658637970293 0.609574946332699 1.03770164342007 0.691279315886644
K03511 0.316176595940704 -1.24726957253514 -0.273126521040844 -0.887564641204141
K09580 -0.355511610078078 0.38365898705987 0.891915150587681 0.429540830418466
K19001 -0.0616533701798102 -0.497744925428338 -0.395803038519399 -0.171694408036893
K15104 3.34799733002266 3.27397976023937 2.0525836956567 0.995989189174739
K03320 1.33743722570679 1.33717798894712 1.81704726791374 1.2834415966809
K06967 0.389085528953739 0.0962756504676209 0.695349061619271 0.492966982608373
K01649 0.424603508705416 0.934906249366004 0.962578439808319 0.409513991944101
K08269 -0.439821840246505 -0.713880933608058 -0.694469739534851 -0.826245828385442
K00471 0.0516181146501801 0.336608888732279 -0.25611435482374 -0.123858242027
K06928 1.10161079774542 1.08190314889282 0.232150353411527 -0.0823100558372729
K24104 -0.495860864463038 -1.21575946131932 -1.35525059622923 -0.338713310232254
K24195 -2.22100428062107 -0.655227834622922 -0.198102424557856 -0.447010183118707
K01834 3.2563393329794 3.31016371855978 2.34229266965018 0.561986223951381
K15109 1.71199474462421 1.68249953411128 0.700846471165045 0.0299862783733956
K14857 -1.26050045771348 -0.795798817189447 0.0719448755047769 0.746055219897487
K05546 0.0412097874004069 -0.337286804860778 -0.69002610782423 -1.53386422335726
K14833 -1.51918536747085 -0.874762604144192 -0.182808426607963 0.898959056876808
K24932 1.19145044965954 1.13571284442755 1.36167322253028 0.994292037030473
K19676 -0.579266816493455 -1.33843134001434 -1.62192106861489 -1.6169251278643
K20781 0.114556028357799 0.233780081313344 0.419625617057351 0.232236203232744
K01854 0.915037104343098 0.654191014958667 0.6168295781816 -0.193061976244525
K02969 -0.181180124779342 -0.622526965923992 0.545864945986836 0.650875155309663
K17302 -0.62983009600652 -0.0224522062801794 -0.115136810791383 -0.2229307593532
K03094 -1.15234125057293 -0.679507136569996 -0.348111066319675 -0.190205390854388
K12199 -0.0397595589243547 -0.194216109514492 -0.693986908891442 -0.453683762598924
K03456 0.392528120541817 0.0538141354346084 -0.14333926312027 -0.154635029383985
K11540 0.77149164232636 0.559160683263867 0.884495023417606 -0.100684997550466
K05539 -0.0994711415533106 -0.280809523778965 -0.546279503345524 0.0233489183074006
K11855 0.114870038951436 -0.0611589434891975 0.460372063789024 0.12900050306755
K01641 0.0706742958626349 0.25558629310706 0.0394204883252188 0.0354780874313773
K03108 -0.832759915159225 -0.686588645616523 -0.499197388795345 -0.114502106593208
K13111 -0.186273835951143 0.000738987672435304 -0.188723592227486 -0.116905090684495
K00898 0.323077583677349 0.133376091086499 0.13393324915468 -0.205957962499872
K00764 -0.122775153361801 -0.0033369324703703 0.35000740922921 -0.0527036428578781
K21988 -0.138736343476042 0.151452506434418 0.292004338486879 -0.16402915216281
K01379 -0.340242421883033 -0.434306342933202 0.129357385841622 0.00830076325709137
K25639 0.5483063374144 0.0932154308064631 -0.714995764305097 -0.662698849184315
K15728 -0.958422684478335 -0.646063003816286 -0.0917630985638016 -0.197256950646171
K14779 -0.974822043383389 -0.376894909675102 0.359315022651262 0.405266512575644
K00705 3.58612535436544 3.34204837529395 2.67312328213062 1.08391964810354
K02153 0.0617665850920021 0.248762259097721 0.176036168706469 0.221853444888225
K09568 0.508963346157106 0.33835961169417 0.16875284544665 0.534539060660802
K00164 -0.26162157551139 -0.373731398049812 -0.578639268792962 -0.674810058996463
K12850 -0.0569697753973682 -0.0546184998449656 0.249284395379507 0.179397843981049
K17086 -0.00913352369915169 -0.267737221214189 -0.561317540478171 -0.0588880663465108
K06234 -0.101212624744524 0.143659553527959 0.402838196881587 0.306950723196887
K12830 -0.102246732044825 -0.271440485992092 0.235612951168768 0.217236352194443
K12821 0.321854732279198 0.248239560646705 0.490699372527119 0.164569693311917
K01586 -0.410244843055491 -0.0604881430209082 -0.0737245041827092 0.362033293669988
K02132 0.0160574045052658 0.199891852027513 0.906691793803265 0.495314374064688
K00434 -1.26767922139109 0.124866807283017 -5.18531347346468 -7.31256614318901
K02726 0.56580917371987 0.222572331900645 -0.768910451291126 -0.331210157650077
K00366 -4.60694442520636 -2.00201708453225 1.41651047722427 1.20586037989718
K26163 -0.14548871519594 -0.368356882218161 -0.201160697090582 -0.19132442286903
K03257 -0.343000169925998 -0.362538374394343 0.144695136135371 0.558024685038451
K24814 0.392272117171862 -0.151777145626083 -0.104576076604213 -0.266545633209056
K08576 -0.137504910507961 -0.247741160064289 -0.819879426831029 -0.898185567690763
K19977 -1.27563605947791 -0.466383273772637 0.116499242716045 -0.23330590954092
K12481 0.0960046396335338 0.426182419698724 0.654293243050517 0.537648052587439
K14786 -1.05662896835171 -0.456791262241369 0.198414721819959 0.408524532506993
K19202 0.53280937974225 0.284218005894252 0.125972163268399 0.0925338781960137
K09571 0.0035775530454052 0.0440296212719917 0.340264223523971 0.0511964614273158
K19360 0.835621856024141 0.892300445285845 0.984156277539667 0.964530820952806
K18213 -0.0369383643907435 0.355238324844913 0.590905560302498 0.129174205456665
K13448 0.206502689608685 0.434284538847529 0.831228105916815 0.700344352918639
K15281 0.646514040008326 0.0219728716391629 0.292026724942507 -0.00564377670921944
K13140 1.15361049987661 0.570420395674808 0.946134478193441 0.420066188119926
K10408 1.20168155724023 1.04473482075412 -0.295756250566401 0.0542310470256888
K24725 -0.444906140986463 -0.000810996780084578 0.156474217989597 0.530105874804185
K02136 -0.594358895004534 -0.119739847491351 -0.204432091585351 -0.0594579022992513
K14455 -0.328506489410814 -0.00463020050961917 -0.150604553631209 -0.906100681710232
K10357 0.884549635323662 0.144441184550516 -0.479787178679849 -0.925706965282344
K06699 0.462261170148062 1.29679102841815 0.639172335767127 0.238533011619979
K04739 -0.890139791943575 -1.1682477511244 -0.865368311574338 -0.537030243271308
K00872 -1.50288055711399 -0.745665162923693 -0.441725586362447 -0.560304564386728
K23424 -0.436467007289954 -0.501316649649922 -1.01246155220194 -0.627738826987195
K18693 -0.00529338658522651 0.0510429250687308 0.293445697382278 0.206742684809086
K01886 -1.24383437413441 -1.47267437628132 -1.82679639463648 -1.53104082524628
K10088 -0.194093925767032 0.189069465248574 0.0696742508960446 -0.0814514835935675
K03002 0.848754144504821 0.838800149674979 0.456481094343751 0.104940150449032
K09404 -0.818643377896129 -0.498714518721674 -0.494836857847619 -0.519121952065628
K13788 -0.146525497220196 0.224748612864553 0.13788547296749 0.0147816040425527
K14799 -1.86763828108224 -1.36087487521388 -0.538117423623603 0.207588908722307
K15105 -0.320133118457391 0.755837545850821 0.0462838691648059 0.451417884298884
K01885 -0.396958756599947 -0.158551208587552 0.139931653249868 0.0683732884413714
K15923 0.0834088380496643 -0.589938776989659 -0.731522401004686 -1.53861818534741
K00133 1.54718159895701 1.75323327897875 0.906008981075662 0.135962728589291
K08869 -2.48457665874805 -1.72240126115152 -0.855616303605063 -0.518129398965576
K18670 -0.384369916596324 -1.04172386474367 -0.5078326419718 -0.287596579123429
K02731 0.92592321233244 0.478047846449422 -0.990382754805621 0.216265894440328
K13101 0.386119430803162 -0.123030926814978 -0.100224147220648 -0.413034286186829
K19352 0.285082579099883 0.322463688664818 -0.0476263096645741 -0.0532519496767715
K02910 -0.423087845809104 -0.468016108989928 0.972303372559694 1.4663943034393
K11251 -0.205217549877131 -0.460818206645277 -0.602452496158592 -0.534906531793666
K13719 0.123792504020286 -0.297149991405638 -0.746202040418407 -0.138248641242055
K01110 1.47591101159378 1.35039657738852 0.930199567133793 0.851501295350044
K00106 -0.515337491163668 -0.597927572785549 -0.229671580208077 -0.683331956463634
K03686 -0.936899102352518 -0.379604935610363 0.373359471850706 0.497704598235079
K14726 2.30555156259211 2.25946213355992 1.24822845128016 0.34221011173868
K12482 -0.307600407926504 -0.141417248271892 -0.846896844898619 -0.096998173867673
K08332 -0.0176717792479329 -0.0409111465525551 -0.301313021668067 0.0280811385406295
K04715 0.863929483677206 0.151982387973247 -0.31355533248005 -0.0456558067700084
K18598 0.034665957836553 0.411478184327715 0.312941468090451 -0.226998098258327
K14831 -0.865059078545694 -1.04799672271752 -0.158928953759589 0.110674147724797
K10590 0.0351346742408462 -0.349809280556508 -1.03862736269063 -0.77552105260976
K04936 -0.125660970095736 0.215206386302121 -0.0333195032549665 0.19675439930884
K23025 2.09538959736408 1.6685244754279 1.17439813741874 -0.0942972356258394
K01714 0.387567181299088 0.686919006456822 0.106843835435177 0.0038471410334367
K14950 0.0869652106180787 0.499725379471786 0.554168888048354 0.403842427353425
K25783 -2.81440722749554 -3.53842115111233 -4.31653992109856 -4.55715983696973
K09592 -0.209422322076127 -0.630012722171192 -0.266842922218515 -0.349199318147029
K13195 0.887320300514331 0.909519071675307 0.793176770344887 0.232710147801897
K17262 0.47508524463284 0.472585206689556 0.539925275075496 1.19158639729439
K15115 1.37894879896798 1.19735267292519 1.40375794725348 1.05213829331022
K04498 0.693206705006286 0.461221593747112 0.492892852295316 0.203488547001166
K13025 -0.250201809304689 -0.1062554177199 0.109707719037497 0.133085992998152
K12392 0.0849799361562472 0.191006408040688 -0.444220345034153 -0.119449656267317
K12881 -0.95015713383453 -0.0792112502172306 0.228615578874954 -0.0193361408624164
K16603 0.310219930549155 -0.0649823468770605 0.23914884252329 -0.0409511124163437
K08292 0.760300998774969 1.02536325870847 0.351486160671829 0.482890986547795
K08770 -0.470696085503238 -0.371481655061832 -1.36761727109117 -0.939539347387246
K01069 -1.24509957595114 -0.883621641682635 -0.649079018549208 -0.225902566902873
K11253 -2.24349346687603 -1.53630418576461 -1.01587608081379 -0.103385975921817
K00208 -1.77310568933927 -3.1915679194806 -4.27752230004026 -4.77751318401833
K01099 -0.369128465362763 -0.25588241357163 -0.0537332621479257 -0.200535950621183
K18081 -0.0558139384644737 0.946289922511566 0.79933653687354 0.437032064638061
K02725 0.619004359508275 0.662229918412503 -0.216800700106321 -0.176073826686698
K12479 0.113127340509157 -0.339434180750216 0.202487391825783 -0.110644412396382
K14772 -1.52235835929178 -0.897961763696241 0.0533741619161075 0.073009247936859
K20278 -1.05985823838327 -1.2668132915598 -1.57073538535485 -0.883747753223161
K05658 1.93680069644974 1.00795997649527 0.196848963543057 -0.27824017610127
K14836 -0.50558480772854 -2.98583292092982 -0.152326150929042 0.0245058774673358
K22990 0.203253550177543 0.627487336767123 0.714397779572308 0.886054758884054
K08516 -0.406254469842976 -0.423466940989602 -0.117694714714362 0.358226341591146
K04460 -0.0243951278205257 -0.287917614168998 -0.18685006785972 -0.224225497238683
K15175 0.231213462978505 -0.0414739150148965 -0.00843223760590875 0.0597335878038889
K10046 -1.1410797087134 -1.34745669446759 -4.54955765298091 -3.16093192233242
K01870 -1.06556416022272 -2.02237760494406 -1.4069792682797 -1.29932057467157
K04967 0.118203035413343 -0.226635335467692 -0.768665157486101 -1.34598712783634
K16055 0.221540341471709 0.423674056354842 0.13991951006892 -0.387277581387061
K16280 0.0822560372632977 0.388177044920577 0.403952125319759 0.28274476542383
K00261 -4.65279480346851 -5.74367038326682 -7.67921357360526 -6.55114164675309
K21797 -0.101834610704239 -0.112502598815038 -0.305348133203425 -0.209103896386578
K04986 1.25895123492953 0.915423567675325 1.28555562363839 1.08913673021741
K01176 3.31124211195778 3.91696072321283 2.96964641090667 1.90575986987788
K10866 -1.6739262563226 -2.46041035513389 -3.91689217103226 -2.79606432787565
K02880 -0.88306969808295 -0.918469904031881 0.264178025240204 0.905863162993598
K09497 0.375396221445398 0.220133937030551 -0.175464818212322 -0.470850825812188
K13119 -0.251119022655782 -0.0249215862991106 0.174356896551056 0.0987177134989675
K00355 -0.844288233595587 -0.355905468818337 -0.0103085139851217 0.129126918125952
K02977 -0.220438733515775 -0.104163752548171 -0.0292138118369986 0.286251941139549
K16466 -0.157988303590706 0.0674305162188848 0.0829317257794487 0.0616501753063001
K00953 -0.466182326609211 -0.137344433763131 0.264599863736434 0.276730815497491
K06564 0.234997202526672 0.403531689632071 0.154510004009354 0.494550787948563
K13807 4.53476314576255 4.87745259924556 4.18921763037537 1.97934406263253
K05849 -0.484919099529485 -0.726996659921146 -0.654693322549036 -0.930408863027832
K10691 0.527621175305326 0.290270437152798 -0.297035243970477 -0.810739000954986
