"A","B","C","D"
"09100","09107","00532","K03419"
"09100","09107","00532","K13500"
"09100","09107","00532","K01794"
"09100","09107","00532","K01017"
"09100","09107","00532","K04742"
"09100","09107","00532","K07779"
"09100","09107","00532","K01020"
"09100","09107","00532","K04743"
"09100","09107","00532","K08106"
"09100","09107","00532","K03193"
"09100","09107","00532","K08105"
"09100","09107","00534","K00771"
"09100","09107","00534","K00733"
"09100","09107","00534","K00734"
"09100","09107","00534","K10158"
"09100","09107","00534","K02369"
"09100","09107","00534","K02370"
"09100","09107","00534","K02368"
"09100","09107","00534","K02366"
"09100","09107","00534","K02367"
"09100","09107","00534","K02576"
"09100","09107","00534","K02577"
"09100","09107","00534","K02578"
"09100","09107","00534","K02579"
"09100","09107","00534","K01793"
"09100","09107","00534","K02513"
"09100","09107","00534","K02514"
"09100","09107","00534","K08102"
"09100","09107","00534","K08103"
"09100","09107","00534","K01024"
"09100","09107","00534","K07808"
"09100","09107","00534","K07809"
"09100","09107","00534","K08104"
"09100","09107","00533","K00717"
"09100","09107","00533","K07966"
"09100","09107","00533","K07967"
"09100","09107","00533","K07968"
"09100","09107","00533","K00741"
"09100","09107","00533","K09671"
"09100","09107","00533","K07969"
"09100","09107","00533","K09664"
"09100","09107","00533","K01022"
"09100","09107","00533","K00781"
"09100","09107","00533","K04745"
"09100","09107","00533","K04746"
"09100","09107","00533","K00780"
"09100","09107","00533","K03368"
"09100","09107","00531","K01197"
"09100","09107","00531","K01195"
"09100","09107","00531","K01207"
"09100","09107","00531","K01136"
"09100","09107","00531","K01217"
"09100","09107","00531","K01135"
"09100","09107","00531","K07964"
"09100","09107","00531","K07965"
"09100","09107","00531","K01565"
"09100","09107","00531","K10532"
"09100","09107","00531","K01205"
"09100","09107","00531","K01132"
"09100","09107","00531","K12309"
"09100","09107","00531","K01137"
"09100","09107","00531","K12373"
"09100","09107","00563","K03857"
"09100","09107","00563","K03859"
"09100","09107","00563","K03858"
"09100","09107","00563","K03861"
"09100","09107","00563","K03860"
"09100","09107","00563","K11001"
"09100","09107","00563","K11002"
"09100","09107","00563","K09658"
"09100","09107","00563","K03434"
"09100","09107","00563","K01127"
"09100","09107","00563","K05283"
"09100","09107","00563","K05284"
"09100","09107","00563","K07541"
"09100","09107","00563","K07542"
"09100","09107","00563","K27880"
"09100","09107","00563","K05285"
"09100","09107","00563","K05286"
"09100","09107","00563","K05288"
"09100","09107","00563","K05287"
"09100","09107","00563","K05310"
"09100","09107","00563","K05289"
"09100","09107","00563","K05290"
"09100","09107","00563","K05291"
"09100","09107","00563","K05292"
"09100","09107","00563","K05293"
"09100","09107","00563","K05294"
"09100","09107","00563","K23362"
"09100","09107","00563","K23553"
"09100","09107","00563","K23552"
"09100","09107","00563","K26235"
"09100","09107","00563","K00715"
"09100","09107","00563","K08098"
"09100","09107","00563","K25162"
"09100","09107","00563","K27881"
"09100","09107","00563","K27886"
"09100","09107","00601","K03766"
"09100","09107","00601","K07819"
"09100","09107","00601","K07820"
"09100","09107","00601","K03877"
"09100","09107","00601","K00718"
"09100","09107","00601","K00716"
"09100","09107","00601","K00781"
"09100","09107","00601","K03494"
"09100","09107","00601","K09655"
"09100","09107","00601","K00743"
"09100","09107","00601","K00709"
"09100","09107","00601","K07966"
"09100","09107","00601","K07967"
"09100","09107","00601","K07968"
"09100","09107","00601","K07969"
"09100","09107","00601","K03663"
"09100","09107","00601","K07632"
"09100","09107","00601","K07633"
"09100","09107","00601","K07634"
"09100","09107","00601","K07635"
"09100","09107","00601","K03792"
"09100","09107","00601","K03371"
"09100","09107","00601","K01988"
"09100","09107","00601","K00719"
"09100","09107","00601","K00741"
"09100","09107","00601","K07970"
"09100","09107","00601","K07971"
"09100","09107","00601","K00742"
"09100","09107","00603","K20736"
"09100","09107","00603","K00719"
"09100","09107","00603","K00722"
"09100","09107","00603","K01988"
"09100","09107","00603","K01189"
"09100","09107","00603","K07406"
"09100","09107","00603","K07407"
"09100","09107","00603","K03877"
"09100","09107","00603","K12373"
"09100","09107","00603","K01204"
"09100","09107","00603","K00718"
"09100","09107","00603","K00709"
"09100","09107","00603","K00780"
"09100","09107","00603","K03368"
"09100","09107","00603","K03371"
"09100","09107","00603","K03663"
"09100","09107","00604","K00725"
"09100","09107","00604","K00715"
"09100","09107","00604","K03368"
"09100","09107","00604","K00780"
"09100","09107","00604","K03369"
"09100","09107","00604","K03370"
"09100","09107","00604","K03371"
"09100","09107","00604","K03372"
"09100","09107","00604","K03373"
"09100","09107","00604","K03374"
"09100","09107","00604","K03375"
"09100","09107","00604","K03376"
"09100","09107","00604","K12309"
"09100","09107","00604","K12373"
"09100","09107","00511","K01186"
"09100","09107","00511","K12357"
"09100","09107","00511","K23550"
"09100","09107","00511","K01190"
"09100","09107","00511","K12111"
"09100","09107","00511","K12112"
"09100","09107","00511","K12309"
"09100","09107","00511","K12373"
"09100","09107","00511","K14459"
"09100","09107","00511","K20730"
"09100","09107","00511","K01191"
"09100","09107","00511","K12311"
"09100","09107","00511","K12312"
"09100","09107","00511","K01192"
"09100","09107","00511","K01227"
"09100","09107","00511","K23989"
"09100","09107","00511","K13714"
"09100","09107","00511","K01206"
"09100","09107","00511","K15923"
"09100","09107","00511","K01444"
"09100","09107","00511","K01201"
"09100","09107","00511","K17108"
"09100","09107","00540","K00677"
"09100","09107","00540","K02535"
"09100","09107","00540","K16363"
"09100","09107","00540","K02536"
"09100","09107","00540","K03269"
"09100","09107","00540","K09949"
"09100","09107","00540","K00748"
"09100","09107","00540","K00912"
"09100","09107","00540","K02527"
"09100","09107","00540","K02517"
"09100","09107","00540","K02560"
"09100","09107","00540","K12979"
"09100","09107","00540","K09953"
"09100","09107","00540","K19803"
"09100","09107","00540","K03760"
"09100","09107","00540","K12975"
"09100","09107","00540","K12973"
"09100","09107","00540","K07264"
"09100","09107","00540","K12976"
"09100","09107","00540","K09778"
"09100","09107","00540","K12977"
"09100","09107","00540","K23082"
"09100","09107","00540","K23083"
"09100","09107","00540","K23159"
"09100","09107","00540","K11211"
"09100","09107","00540","K12974"
"09100","09107","00540","K02841"
"09100","09107","00540","K02843"
"09100","09107","00540","K02848"
"09100","09107","00540","K19353"
"09100","09107","00540","K02849"
"09100","09107","00540","K23160"
"09100","09107","00540","K19354"
"09100","09107","00540","K02850"
"09100","09107","00540","K12981"
"09100","09107","00540","K12986"
"09100","09107","00540","K02844"
"09100","09107","00540","K02840"
"09100","09107","00540","K03275"
"09100","09107","00540","K12983"
"09100","09107","00540","K03276"
"09100","09107","00540","K12985"
"09100","09107","00540","K23067"
"09100","09107","00540","K03277"
"09100","09107","00540","K03280"
"09100","09107","00540","K03278"
"09100","09107","00540","K03279"
"09100","09107","00540","K00713"
"09100","09107","00540","K24623"
"09100","09107","00540","K02847"
"09100","09107","00542","K02851"
"09100","09107","00542","K18788"
"09100","09107","00542","K23199"
"09100","09107","00542","K23197"
"09100","09107","00542","K23198"
"09100","09107","00542","K24658"
"09100","09107","00542","K12993"
"09100","09107","00542","K23073"
"09100","09107","00542","K23072"
"09100","09107","00542","K23202"
"09100","09107","00542","K23201"
"09100","09107","00542","K23102"
"09100","09107","00542","K23101"
"09100","09107","00542","K24906"
"09100","09107","00542","K23103"
"09100","09107","00542","K23189"
"09100","09107","00542","K23190"
"09100","09107","00542","K21586"
"09100","09107","00542","K23229"
"09100","09107","00542","K23230"
"09100","09107","00542","K20883"
"09100","09107","00542","K21365"
"09100","09107","00542","K21366"
"09100","09107","00542","K21367"
"09100","09107","00542","K21368"
"09100","09107","00542","K23251"
"09100","09107","00542","K23249"
"09100","09107","00542","K23250"
"09100","09107","00542","K23104"
"09100","09107","00542","K24649"
"09100","09107","00542","K23105"
"09100","09107","00542","K23191"
"09100","09107","00542","K23130"
"09100","09107","00542","K23131"
"09100","09107","00542","K23132"
"09100","09107","00550","K00790"
"09100","09107","00550","K00075"
"09100","09107","00550","K01924"
"09100","09107","00550","K01925"
"09100","09107","00550","K23169"
"09100","09107","00550","K23170"
"09100","09107","00550","K01928"
"09100","09107","00550","K01921"
"09100","09107","00550","K01929"
"09100","09107","00550","K15792"
"09100","09107","00550","K01798"
"09100","09107","00550","K00887"
"09100","09107","00550","K00806"
"09100","09107","00550","K06153"
"09100","09107","00550","K19302"
"09100","09107","00550","K01000"
"09100","09107","00550","K02563"
"09100","09107","00550","K03814"
"09100","09107","00550","K05366"
"09100","09107","00550","K05365"
"09100","09107","00550","K05367"
"09100","09107","00550","K12555"
"09100","09107","00550","K18770"
"09100","09107","00550","K21464"
"09100","09107","00550","K05515"
"09100","09107","00550","K03587"
"09100","09107","00550","K18149"
"09100","09107","00550","K08724"
"09100","09107","00550","K08384"
"09100","09107","00550","K21465"
"09100","09107","00550","K21466"
"09100","09107","00550","K05364"
"09100","09107","00550","K07258"
"09100","09107","00550","K07259"
"09100","09107","00550","K21469"
"09100","09107","00550","K07260"
"09100","09107","00550","K18866"
"09100","09107","00550","K05362"
"09100","09107","00550","K23393"
"09100","09107","00550","K07009"
"09100","09107","00550","K11693"
"09100","09107","00550","K11694"
"09100","09107","00550","K11695"
"09100","09107","00550","K12551"
"09100","09107","00550","K04478"
"09100","09107","00550","K12552"
"09100","09107","00550","K12553"
"09100","09107","00550","K02545"
"09100","09107","00550","K05363"
"09100","09107","00550","K12554"
"09100","09107","00550","K03693"
"09100","09107","00550","K00687"
"09100","09107","00550","K12556"
"09100","09107","00552","K06153"
"09100","09107","00552","K19302"
"09100","09107","00552","K02851"
"09100","09107","00552","K05946"
"09100","09107","00552","K21285"
"09100","09107","00552","K09809"
"09100","09107","00552","K00712"
"09100","09107","00552","K03367"
"09100","09107","00552","K14188"
"09100","09107","00552","K03739"
"09100","09107","00552","K03740"
"09100","09107","00552","K01005"
"09100","09107","00552","K21592"
"09100","09107","00552","K18704"
"09100","09107","00552","K22709"
"09100","09107","00552","K21591"
"09100","09107","00552","K22710"
"09100","09107","00552","K22708"
"09100","09107","00552","K25669"
"09100","09107","00552","K03429"
"09100","09107","00552","K19005"
"09100","09107","00552","K25617"
"09100","09107","00552","K25619"
"09100","09107","00552","K19002"
"09100","09107","00552","K13678"
"09100","09107","00552","K25599"
"09100","09107","00552","K25618"
"09100","09107","00552","K25620"
"09100","09107","00552","K24300"
"09100","09107","00552","K25626"
"09100","09107","00552","K25627"
"09100","09107","00552","K25650"
"09100","09107","00552","K25651"
"09100","09107","00552","K25652"
"09100","09107","00552","K25653"
"09100","09107","00552","K25657"
"09100","09107","00552","K25658"
"09100","09107","00552","K07271"
"09100","09107","00552","K25654"
"09100","09107","00552","K25659"
"09100","09107","00552","K25660"
"09100","09107","00571","K08256"
"09100","09107","00571","K13668"
"09100","09107","00571","K22311"
"09100","09107","00571","K14335"
"09100","09107","00571","K13669"
"09100","09107","00571","K14340"
"09100","09107","00571","K14337"
"09100","09107","00571","K14339"
"09100","09107","00571","K13671"
"09100","09107","00571","K11387"
"09100","09107","00571","K13687"
"09100","09107","00571","K16647"
"09100","09107","00571","K16648"
"09100","09107","00571","K23176"
"09100","09107","00572","K02851"
"09100","09107","00572","K16870"
"09100","09107","00572","K16649"
"09100","09107","00572","K16650"
"09100","09107","00572","K13686"
"09100","09107","00572","K13687"
"09100","09107","00572","K16647"
"09100","09107","00572","K11385"
"09100","09107","00572","K11386"
"09100","09107","00572","K16648"
"09100","09107","00572","K27775"
"09100","09107","00572","K18851"
"09100","09107","00572","K22902"
"09100","09107","00543","K03606"
"09100","09107","00543","K03208"
"09100","09107","00543","K03818"
"09100","09107","00543","K13683"
"09100","09107","00543","K13684"
"09100","09107","00543","K03819"
"09100","09107","00543","K25875"
"09100","09107","00543","K16703"
"09100","09107","00543","K16710"
"09100","09107","00543","K02851"
"09100","09107","00543","K02852"
"09100","09107","00543","K12582"
"09100","09107","00543","K19290"
"09100","09107","00543","K19291"
"09100","09107","00543","K19294"
"09100","09107","00543","K19295"
"09100","09107","00543","K19296"
"09100","09107","00543","K19293"
"09100","09107","00543","K20997"
"09100","09107","00543","K25205"
"09100","09107","00543","K20999"
"09100","09107","00543","K21001"
"09100","09107","00543","K21002"
"09100","09107","00543","K11936"
"09100","09107","00543","K21461"
"09100","09107","00543","K11937"
"09100","09107","00543","K20921"
"09100","09107","00543","K20922"
"09100","09107","00543","K25886"
"09100","09107","00543","K00640"
"09100","09107","00543","K25887"
"09100","09107","00543","K25888"
"09100","09107","00543","K25889"
"09100","09107","00543","K25890"
"09100","09107","00543","K25891"
"09100","09107","00543","K25892"
"09100","09107","00543","K13657"
"09100","09107","00543","K13659"
"09100","09107","00543","K13663"
"09100","09107","00543","K13656"
"09100","09107","00543","K13660"
"09100","09107","00543","K13658"
"09100","09107","00543","K13664"
"09100","09107","00543","K13665"
"09100","09107","00543","K16566"
"09100","09107","00543","K16557"
"09100","09107","00543","K16558"
"09100","09107","00543","K16556"
"09100","09107","00543","K16568"
"09100","09107","00543","K16555"
"09100","09107","00543","K16564"
"09100","09107","00543","K16562"
"09100","09107","00543","K16560"
"09100","09107","00543","K16563"
"09100","09107","00543","K25902"
"09100","09107","00543","K25903"
"09100","09107","00543","K25904"
"09100","09107","00543","K25905"
"09100","09107","00543","K25906"
"09100","09107","00543","K25907"
"09100","09107","00543","K25908"
"09100","09107","00543","K25909"
"09100","09107","00543","K25910"
"09100","09107","00543","K25911"
"09100","09107","00543","K25912"
"09100","09107","00543","K21154"
"09100","09107","00543","K25913"
"09100","09107","00543","K16701"
"09100","09107","00543","K16707"
"09100","09107","00543","K16702"
"09100","09107","00543","K16700"
"09100","09107","00543","K25957"
"09100","09107","00543","K25958"
"09100","09108","00730","K03147"
"09100","09108","00730","K00877"
"09100","09108","00730","K00941"
"09100","09108","00730","K14153"
"09100","09108","00730","K21219"
"09100","09108","00730","K18278"
"09100","09108","00730","K03148"
"09100","09108","00730","K04487"
"09100","09108","00730","K03151"
"09100","09108","00730","K03150"
"09100","09108","00730","K03153"
"09100","09108","00730","K01662"
"09100","09108","00730","K03149"
"09100","09108","00730","K10810"
"09100","09108","00730","K03146"
"09100","09108","00730","K22699"
"09100","09108","00730","K00878"
"09100","09108","00730","K00788"
"09100","09108","00730","K21220"
"09100","09108","00730","K14154"
"09100","09108","00730","K00946"
"09100","09108","00730","K06928"
"09100","09108","00730","K06949"
"09100","09108","00730","K22911"
"09100","09108","00730","K01077"
"09100","09108","00730","K01078"
"09100","09108","00730","K23458"
"09100","09108","00730","K14394"
"09100","09108","00730","K07251"
"09100","09108","00730","K00949"
"09100","09108","00730","K00939"
"09100","09108","00730","K05307"
"09100","09108","00730","K10811"
"09100","09108","00730","K03707"
"09100","09108","00730","K20895"
"09100","09108","00730","K20896"
"09100","09108","00740","K01497"
"09100","09108","00740","K14652"
"09100","09108","00740","K08096"
"09100","09108","00740","K14653"
"09100","09108","00740","K01498"
"09100","09108","00740","K00082"
"09100","09108","00740","K11752"
"09100","09108","00740","K14654"
"09100","09108","00740","K14655"
"09100","09108","00740","K22912"
"09100","09108","00740","K20860"
"09100","09108","00740","K20861"
"09100","09108","00740","K20862"
"09100","09108","00740","K21063"
"09100","09108","00740","K21064"
"09100","09108","00740","K02858"
"09100","09108","00740","K00794"
"09100","09108","00740","K00793"
"09100","09108","00740","K00861"
"09100","09108","00740","K20884"
"09100","09108","00740","K11753"
"09100","09108","00740","K07732"
"09100","09108","00740","K01078"
"09100","09108","00740","K23458"
"09100","09108","00740","K01093"
"09100","09108","00740","K03788"
"09100","09108","00740","K09474"
"09100","09108","00740","K14379"
"09100","09108","00740","K14394"
"09100","09108","00740","K14410"
"09100","09108","00740","K00953"
"09100","09108","00740","K22949"
"09100","09108","00740","K14656"
"09100","09108","00740","K01513"
"09100","09108","00740","K18453"
"09100","09108","00740","K05901"
"09100","09108","00740","K00484"
"09100","09108","00740","K22393"
"09100","09108","00740","K22394"
"09100","09108","00740","K23470"
"09100","09108","00740","K05368"
"09100","09108","00740","K23462"
"09100","09108","00740","K00299"
"09100","09108","00740","K19285"
"09100","09108","00740","K19286"
"09100","09108","00740","K20146"
"09100","09108","00740","K04719"
"09100","09108","00740","K15245"
"09100","09108","00740","K16902"
"09100","09108","00740","K00878"
"09100","09108","00740","K25520"
"09100","09108","00740","K01515"
"09100","09108","00740","K12152"
"09100","09108","00740","K03186"
"09100","09108","00750","K00275"
"09100","09108","00750","K23998"
"09100","09108","00750","K00868"
"09100","09108","00750","K07758"
"09100","09108","00750","K13248"
"09100","09108","00750","K05275"
"09100","09108","00750","K00157"
"09100","09108","00750","K03472"
"09100","09108","00750","K03473"
"09100","09108","00750","K00831"
"09100","09108","00750","K00097"
"09100","09108","00750","K03474"
"09100","09108","00750","K01733"
"09100","09108","00750","K06215"
"09100","09108","00750","K08681"
"09100","09108","00750","K18607"
"09100","09108","00750","K18608"
"09100","09108","00750","K18609"
"09100","09108","00750","K18610"
"09100","09108","00750","K18611"
"09100","09108","00750","K18612"
"09100","09108","00750","K18613"
"09100","09108","00750","K18071"
"09100","09108","00750","K18614"
"09100","09108","00760","K00278"
"09100","09108","00760","K06989"
"09100","09108","00760","K03517"
"09100","09108","00760","K00767"
"09100","09108","00760","K00763"
"09100","09108","00760","K03783"
"09100","09108","00760","K03784"
"09100","09108","00760","K10524"
"09100","09108","00760","K06211"
"09100","09108","00760","K01081"
"09100","09108","00760","K19970"
"09100","09108","00760","K11751"
"09100","09108","00760","K03787"
"09100","09108","00760","K02566"
"09100","09108","00760","K08693"
"09100","09108","00760","K18550"
"09100","09108","00760","K18551"
"09100","09108","00760","K01240"
"09100","09108","00760","K06210"
"09100","09108","00760","K19785"
"09100","09108","00760","K00952"
"09100","09108","00760","K13522"
"09100","09108","00760","K00969"
"09100","09108","00760","K01513"
"09100","09108","00760","K04765"
"09100","09108","00760","K03426"
"09100","09108","00760","K26956"
"09100","09108","00760","K01916"
"09100","09108","00760","K01950"
"09100","09108","00760","K03742"
"09100","09108","00760","K03743"
"09100","09108","00760","K01440"
"09100","09108","00760","K08281"
"09100","09108","00760","K03462"
"09100","09108","00760","K18153"
"09100","09108","00760","K19980"
"09100","09108","00760","K01242"
"09100","09108","00760","K18152"
"09100","09108","00760","K27536"
"09100","09108","00760","K11121"
"09100","09108","00760","K11411"
"09100","09108","00760","K11412"
"09100","09108","00760","K11413"
"09100","09108","00760","K11414"
"09100","09108","00760","K11415"
"09100","09108","00760","K11416"
"09100","09108","00760","K11417"
"09100","09108","00760","K12410"
"09100","09108","00760","K00858"
"09100","09108","00760","K00322"
"09100","09108","00760","K00323"
"09100","09108","00760","K00324"
"09100","09108","00760","K00325"
"09100","09108","00760","K00541"
"09100","09108","00760","K00157"
"09100","09108","00760","K18029"
"09100","09108","00760","K18030"
"09100","09108","00760","K20445"
"09100","09108","00760","K20446"
"09100","09108","00760","K20447"
"09100","09108","00760","K20448"
"09100","09108","00760","K14974"
"09100","09108","00760","K18028"
"09100","09108","00760","K15357"
"09100","09108","00760","K13995"
"09100","09108","00760","K01799"
"09100","09108","00760","K20449"
"09100","09108","00760","K15358"
"09100","09108","00760","K19647"
"09100","09108","00760","K20450"
"09100","09108","00760","K20451"
"09100","09108","00760","K20452"
"09100","09108","00760","K20453"
"09100","09108","00760","K20454"
"09100","09108","00760","K19818"
"09100","09108","00760","K19819"
"09100","09108","00760","K19820"
"09100","09108","00760","K19826"
"09100","09108","00760","K19890"
"09100","09108","00760","K20169"
"09100","09108","00760","K20158"
"09100","09108","00760","K19700"
"09100","09108","00760","K20170"
"09100","09108","00760","K20171"
"09100","09108","00760","K20172"
"09100","09108","00760","K15359"
"09100","09108","00760","K18276"
"09100","09108","00760","K00135"
"09100","09108","00760","K08324"
"09100","09108","00760","K19185"
"09100","09108","00760","K19186"
"09100","09108","00760","K19187"
"09100","09108","00760","K19188"
"09100","09108","00760","K19189"
"09100","09108","00760","K19190"
"09100","09108","00760","K19191"
"09100","09108","00760","K20155"
"09100","09108","00770","K01652"
"09100","09108","00770","K01653"
"09100","09108","00770","K11258"
"09100","09108","00770","K00053"
"09100","09108","00770","K01687"
"09100","09108","00770","K00606"
"09100","09108","00770","K00077"
"09100","09108","00770","K24263"
"09100","09108","00770","K01918"
"09100","09108","00770","K13799"
"09100","09108","00770","K00867"
"09100","09108","00770","K09680"
"09100","09108","00770","K03525"
"09100","09108","00770","K01947"
"09100","09108","00770","K06982"
"09100","09108","00770","K09722"
"09100","09108","00770","K01922"
"09100","09108","00770","K21977"
"09100","09108","00770","K01598"
"09100","09108","00770","K13038"
"09100","09108","00770","K01513"
"09100","09108","00770","K04765"
"09100","09108","00770","K02318"
"09100","09108","00770","K00954"
"09100","09108","00770","K02201"
"09100","09108","00770","K00859"
"09100","09108","00770","K09735"
"09100","09108","00770","K00997"
"09100","09108","00770","K06133"
"09100","09108","00770","K08682"
"09100","09108","00770","K08069"
"09100","09108","00770","K00826"
"09100","09108","00770","K00207"
"09100","09108","00770","K17722"
"09100","09108","00770","K17723"
"09100","09108","00770","K01464"
"09100","09108","00770","K01431"
"09100","09108","00770","K06016"
"09100","09108","00770","K01579"
"09100","09108","00770","K24264"
"09100","09108","00770","K18933"
"09100","09108","00770","K18966"
"09100","09108","00770","K17839"
"09100","09108","00770","K13367"
"09100","09108","00770","K00128"
"09100","09108","00780","K02169"
"09100","09108","00780","K00647"
"09100","09108","00780","K09458"
"09100","09108","00780","K00059"
"09100","09108","00780","K02372"
"09100","09108","00780","K00208"
"09100","09108","00780","K02170"
"09100","09108","00780","K09789"
"09100","09108","00780","K19560"
"09100","09108","00780","K19561"
"09100","09108","00780","K16593"
"09100","09108","00780","K01906"
"09100","09108","00780","K00652"
"09100","09108","00780","K00833"
"09100","09108","00780","K19562"
"09100","09108","00780","K19563"
"09100","09108","00780","K01935"
"09100","09108","00780","K25570"
"09100","09108","00780","K01012"
"09100","09108","00780","K01942"
"09100","09108","00780","K03524"
"09100","09108","00780","K01947"
"09100","09108","00780","K01435"
"09100","09108","00780","K08351"
"09100","09108","00785","K03801"
"09100","09108","00785","K23734"
"09100","09108","00785","K23735"
"09100","09108","00785","K03644"
"09100","09108","00785","K09711"
"09100","09108","00785","K24689"
"09100","09108","00785","K10105"
"09100","09108","00785","K16869"
"09100","09108","00785","K23750"
"09100","09108","00785","K03800"
"09100","09108","00785","K18821"
"09100","09108","00785","K23756"
"09100","09108","00785","K23763"
"09100","09108","00785","K00382"
"09100","09108","00785","K00163"
"09100","09108","00785","K00161"
"09100","09108","00785","K00162"
"09100","09108","00785","K00627"
"09100","09108","00785","K00164"
"09100","09108","00785","K00658"
"09100","09108","00785","K01616"
"09100","09108","00785","K15791"
"09100","09108","00785","K00166"
"09100","09108","00785","K00167"
"09100","09108","00785","K11381"
"09100","09108","00785","K09699"
"09100","09108","00785","K00281"
"09100","09108","00785","K00282"
"09100","09108","00785","K00283"
"09100","09108","00785","K00605"
"09100","09108","00785","K02437"
"09100","09108","00790","K01495"
"09100","09108","00790","K09007"
"09100","09108","00790","K22391"
"09100","09108","00790","K01077"
"09100","09108","00790","K01113"
"09100","09108","00790","K08310"
"09100","09108","00790","K19965"
"09100","09108","00790","K13939"
"09100","09108","00790","K13940"
"09100","09108","00790","K01633"
"09100","09108","00790","K00950"
"09100","09108","00790","K00796"
"09100","09108","00790","K13941"
"09100","09108","00790","K24102"
"09100","09108","00790","K18974"
"09100","09108","00790","K18824"
"09100","09108","00790","K18825"
"09100","09108","00790","K00287"
"09100","09108","00790","K18589"
"09100","09108","00790","K19643"
"09100","09108","00790","K18590"
"09100","09108","00790","K19644"
"09100","09108","00790","K19645"
"09100","09108","00790","K18591"
"09100","09108","00790","K13998"
"09100","09108","00790","K01930"
"09100","09108","00790","K11754"
"09100","09108","00790","K22099"
"09100","09108","00790","K20457"
"09100","09108","00790","K01307"
"09100","09108","00790","K01497"
"09100","09108","00790","K14652"
"09100","09108","00790","K22100"
"09100","09108","00790","K22101"
"09100","09108","00790","K01664"
"09100","09108","00790","K01665"
"09100","09108","00790","K13950"
"09100","09108","00790","K03342"
"09100","09108","00790","K25575"
"09100","09108","00790","K25578"
"09100","09108","00790","K02619"
"09100","09108","00790","K18482"
"09100","09108","00790","K07589"
"09100","09108","00790","K13938"
"09100","09108","00790","K01737"
"09100","09108","00790","K00072"
"09100","09108","00790","K00011"
"09100","09108","00790","K00079"
"09100","09108","00790","K04119"
"09100","09108","00790","K00357"
"09100","09108","00790","K01724"
"09100","09108","00790","K00500"
"09100","09108","00790","K00501"
"09100","09108","00790","K00502"
"09100","09108","00790","K03793"
"09100","09108","00790","K17745"
"09100","09108","00790","K00310"
"09100","09108","00790","K10026"
"09100","09108","00790","K06920"
"09100","09108","00790","K06879"
"09100","09108","00790","K09457"
"09100","09108","00790","K17488"
"09100","09108","00790","K17487"
"09100","09108","00790","K09739"
"09100","09108","00790","K07142"
"09100","09108","00790","K06984"
"09100","09108","00790","K06897"
"09100","09108","00790","K17364"
"09100","09108","00790","K18853"
"09100","09108","00790","K15740"
"09100","09108","00790","K22102"
"09100","09108","00790","K03639"
"09100","09108","00790","K03637"
"09100","09108","00790","K20967"
"09100","09108","00790","K03635"
"09100","09108","00790","K21142"
"09100","09108","00790","K03831"
"09100","09108","00790","K03638"
"09100","09108","00790","K03750"
"09100","09108","00790","K15376"
"09100","09108","00790","K07141"
"09100","09108","00790","K03752"
"09100","09108","00790","K13818"
"09100","09108","00790","K15631"
"09100","09108","00670","K00287"
"09100","09108","00670","K18589"
"09100","09108","00670","K19643"
"09100","09108","00670","K18590"
"09100","09108","00670","K19644"
"09100","09108","00670","K19645"
"09100","09108","00670","K18591"
"09100","09108","00670","K13998"
"09100","09108","00670","K13938"
"09100","09108","00670","K01938"
"09100","09108","00670","K13402"
"09100","09108","00670","K00288"
"09100","09108","00670","K01491"
"09100","09108","00670","K01500"
"09100","09108","00670","K00300"
"09100","09108","00670","K13403"
"09100","09108","00670","K00295"
"09100","09108","00670","K00600"
"09100","09108","00670","K11787"
"09100","09108","00670","K00601"
"09100","09108","00670","K11175"
"09100","09108","00670","K01492"
"09100","09108","00670","K00602"
"09100","09108","00670","K00603"
"09100","09108","00670","K13990"
"09100","09108","00670","K00605"
"09100","09108","00670","K00548"
"09100","09108","00670","K24042"
"09100","09108","00670","K25221"
"09100","09108","00670","K25915"
"09100","09108","00670","K26930"
"09100","09108","00670","K00560"
"09100","09108","00670","K03465"
"09100","09108","00670","K00289"
"09100","09108","00670","K01433"
"09100","09108","00670","K25009"
"09100","09108","00670","K25004"
"09100","09108","00670","K00297"
"09100","09108","00670","K25007"
"09100","09108","00670","K25008"
"09100","09108","00670","K01746"
"09100","09108","00670","K01934"
"09100","09108","00670","K00547"
"09100","09108","00670","K00544"
"09100","09108","00670","K00789"
"09100","09108","00670","K00552"
"09100","09108","00670","K01251"
"09100","09108","00670","K00315"
"09100","09108","00670","K00309"
"09100","09108","00670","K00314"
"09100","09108","00670","K00281"
"09100","09108","00670","K00282"
"09100","09108","00670","K00283"
"09100","09108","00670","K00382"
"09100","09108","00670","K02437"
"09100","09108","00670","K00108"
"09100","09108","00670","K00499"
"09100","09108","00670","K11440"
"09100","09108","00670","K17755"
"09100","09108","00670","K00130"
"09100","09108","00670","K14085"
"09100","09108","00670","K01697"
"09100","09108","00670","K10150"
"09100","09108","00670","K01758"
"09100","09108","00670","K17217"
"09100","09108","00830","K00515"
"09100","09108","00830","K13951"
"09100","09108","00830","K13980"
"09100","09108","00830","K00121"
"09100","09108","00830","K13952"
"09100","09108","00830","K13953"
"09100","09108","00830","K00001"
"09100","09108","00830","K11146"
"09100","09108","00830","K11147"
"09100","09108","00830","K11148"
"09100","09108","00830","K11149"
"09100","09108","00830","K11150"
"09100","09108","00830","K11151"
"09100","09108","00830","K11152"
"09100","09108","00830","K11153"
"09100","09108","00830","K11161"
