"A","B","C","D"
"09130","09133","04514","K06257"
"09130","09133","04514","K16336"
"09130","09133","04514","K16337"
"09130","09133","04514","K16338"
"09130","09133","04514","K06487"
"09130","09133","04514","K06591"
"09130","09133","04514","K06584"
"09130","09133","04514","K07377"
"09130","09133","04514","K07378"
"09130","09133","04514","K06778"
"09130","09133","04514","K25832"
"09130","09133","04514","K25833"
"09130","09133","04514","K25835"
"09130","09133","04514","K25836"
"09130","09133","04514","K25837"
"09130","09133","04514","K06777"
"09130","09133","04514","K25834"
"09130","09133","04514","K06780"
"09130","09133","04514","K06756"
"09130","09133","04514","K06759"
"09130","09133","04514","K05693"
"09130","09133","04514","K06760"
"09130","09133","04514","K06757"
"09130","09133","04514","K07379"
"09130","09133","04514","K07380"
"09130","09133","04514","K06770"
"09130","09133","04514","K06771"
"09130","09133","04514","K05689"
"09130","09133","04514","K06793"
"09130","09133","04514","K06485"
"09130","09133","04514","K06796"
"09130","09133","04514","K06797"
"09130","09133","04514","K06809"
"09130","09133","04514","K06766"
"09140","09141","04144","K07941"
"09140","09141","04144","K00889"
"09140","09141","04144","K13712"
"09140","09141","04144","K01115"
"09140","09141","04144","K01528"
"09140","09141","04144","K23484"
"09140","09141","04144","K04644"
"09140","09141","04144","K04645"
"09140","09141","04144","K04646"
"09140","09141","04144","K11824"
"09140","09141","04144","K11825"
"09140","09141","04144","K11826"
"09140","09141","04144","K11827"
"09140","09141","04144","K12469"
"09140","09141","04144","K04674"
"09140","09141","04144","K04388"
"09140","09141","04144","K04679"
"09140","09141","04144","K10054"
"09140","09141","04144","K04500"
"09140","09141","04144","K23605"
"09140","09141","04144","K06503"
"09140","09141","04144","K04361"
"09140","09141","04144","K04363"
"09140","09141","04144","K05093"
"09140","09141","04144","K05094"
"09140","09141","04144","K05095"
"09140","09141","04144","K05087"
"09140","09141","04144","K04707"
"09140","09141","04144","K22517"
"09140","09141","04144","K22518"
"09140","09141","04144","K12470"
"09140","09141","04144","K11247"
"09140","09141","04144","K11248"
"09140","09141","04144","K21269"
"09140","09141","04144","K12562"
"09140","09141","04144","K12471"
"09140","09141","04144","K12472"
"09140","09141","04144","K19366"
"09140","09141","04144","K10591"
"09140","09141","04144","K13305"
"09140","09141","04144","K06643"
"09140","09141","04144","K03175"
"09140","09141","04144","K11981"
"09140","09141","04144","K05632"
"09140","09141","04144","K04678"
"09140","09141","04144","K05633"
"09140","09141","04144","K12473"
"09140","09141","04144","K12474"
"09140","09141","04144","K12475"
"09140","09141","04144","K04180"
"09140","09141","04144","K04175"
"09140","09141","04144","K05050"
"09140","09141","04144","K04189"
"09140","09141","04144","K00909"
"09140","09141","04144","K00910"
"09140","09141","04144","K08291"
"09140","09141","04144","K04439"
"09140","09141","04144","K23612"
"09140","09141","04144","K17260"
"09140","09141","04144","K18584"
"09140","09141","04144","K05757"
"09140","09141","04144","K05758"
"09140","09141","04144","K05756"
"09140","09141","04144","K05755"
"09140","09141","04144","K05754"
"09140","09141","04144","K19475"
"09140","09141","04144","K03283"
"09140","09141","04144","K09526"
"09140","09141","04144","K18465"
"09140","09141","04144","K18464"
"09140","09141","04144","K18462"
"09140","09141","04144","K18461"
"09140","09141","04144","K18463"
"09140","09141","04144","K10364"
"09140","09141","04144","K10365"
"09140","09141","04144","K18467"
"09140","09141","04144","K18466"
"09140","09141","04144","K18468"
"09140","09141","04144","K17918"
"09140","09141","04144","K11839"
"09140","09141","04144","K11866"
"09140","09141","04144","K07897"
"09140","09141","04144","K12182"
"09140","09141","04144","K04705"
"09140","09141","04144","K12183"
"09140","09141","04144","K12186"
"09140","09141","04144","K12187"
"09140","09141","04144","K12184"
"09140","09141","04144","K12185"
"09140","09141","04144","K12188"
"09140","09141","04144","K12190"
"09140","09141","04144","K12189"
"09140","09141","04144","K12195"
"09140","09141","04144","K12194"
"09140","09141","04144","K24782"
"09140","09141","04144","K12193"
"09140","09141","04144","K12191"
"09140","09141","04144","K12192"
"09140","09141","04144","K15053"
"09140","09141","04144","K12196"
"09140","09141","04144","K12199"
"09140","09141","04144","K12197"
"09140","09141","04144","K12198"
"09140","09141","04144","K19476"
"09140","09141","04144","K12200"
"09140","09141","04144","K19367"
"09140","09141","04144","K06564"
"09140","09141","04144","K17917"
"09140","09141","04144","K17920"
"09140","09141","04144","K05704"
"09140","09141","04144","K02833"
"09140","09141","04144","K05068"
"09140","09141","04144","K05069"
"09140","09141","04144","K05070"
"09140","09141","04144","K04513"
"09140","09141","04144","K06751"
"09140","09141","04144","K13649"
"09140","09141","04144","K06278"
"09140","09141","04144","K12958"
"09140","09141","04144","K12959"
"09140","09141","04144","K12476"
"09140","09141","04144","K12477"
"09140","09141","04144","K12478"
"09140","09141","04144","K07887"
"09140","09141","04144","K07888"
"09140","09141","04144","K07889"
"09140","09141","04144","K12480"
"09140","09141","04144","K12481"
"09140","09141","04144","K07879"
"09140","09141","04144","K12482"
"09140","09141","04144","K12483"
"09140","09141","04144","K12479"
"09140","09141","04144","K17919"
"09140","09141","04144","K07891"
"09140","09141","04144","K07903"
"09140","09141","04144","K07901"
"09140","09141","04144","K07876"
"09140","09141","04144","K07904"
"09140","09141","04144","K07905"
"09140","09141","04144","K12484"
"09140","09141","04144","K19368"
"09140","09141","04144","K10396"
"09140","09141","04144","K12485"
"09140","09141","04144","K04237"
"09140","09141","04144","K06093"
"09140","09141","04144","K18952"
"09140","09141","04144","K06069"
"09140","09141","04144","K04393"
"09140","09141","04144","K12486"
"09140","09141","04144","K05737"
"09140","09141","04144","K12487"
"09140","09141","04144","K12488"
"09140","09141","04144","K12489"
"09140","09141","04144","K18439"
"09140","09141","04144","K18440"
"09140","09141","04144","K12490"
"09140","09141","04144","K12491"
"09140","09141","04144","K17848"
"09140","09141","04144","K12492"
"09140","09141","04144","K12493"
"09140","09141","04144","K12494"
"09140","09141","04144","K12495"
"09140","09141","04144","K18441"
"09140","09141","04144","K18442"
"09140","09141","04144","K18443"
"09140","09141","04144","K07937"
"09140","09141","04144","K07938"
"09140","09141","04144","K07939"
"09140","09141","04144","K07940"
"09140","09141","04145","K13505"
"09140","09141","04145","K13813"
"09140","09141","04145","K08488"
"09140","09141","04145","K05692"
"09140","09141","04145","K13882"
"09140","09141","04145","K08492"
"09140","09141","04145","K08517"
"09140","09141","04145","K06751"
"09140","09141","04145","K06752"
"09140","09141","04145","K07887"
"09140","09141","04145","K07888"
"09140","09141","04145","K07889"
"09140","09141","04145","K12478"
"09140","09141","04145","K00914"
"09140","09141","04145","K06503"
"09140","09141","04145","K12182"
"09140","09141","04145","K02145"
"09140","09141","04145","K02147"
"09140","09141","04145","K02148"
"09140","09141","04145","K02149"
"09140","09141","04145","K02150"
"09140","09141","04145","K02151"
"09140","09141","04145","K02152"
"09140","09141","04145","K02153"
"09140","09141","04145","K02154"
"09140","09141","04145","K02146"
"09140","09141","04145","K02144"
"09140","09141","04145","K02155"
"09140","09141","04145","K03661"
"09140","09141","04145","K03662"
"09140","09141","04145","K07897"
"09140","09141","04145","K07898"
"09140","09141","04145","K13883"
"09140","09141","04145","K10413"
"09140","09141","04145","K10414"
"09140","09141","04145","K10415"
"09140","09141","04145","K10416"
"09140","09141","04145","K07374"
"09140","09141","04145","K07375"
"09140","09141","04145","K06528"
"09140","09141","04145","K00921"
"09140","09141","04145","K10089"
"09140","09141","04145","K13240"
"09140","09141","04145","K10789"
"09140","09141","04145","K01365"
"09140","09141","04145","K01368"
"09140","09141","04145","K10956"
"09140","09141","04145","K09481"
"09140","09141","04145","K07342"
"09140","09141","04145","K05653"
"09140","09141","04145","K05654"
"09140","09141","04145","K08057"
"09140","09141","04145","K08054"
"09140","09141","04145","K06513"
"09140","09141","04145","K06498"
"09140","09141","04145","K06472"
"09140","09141","04145","K12560"
"09140","09141","04145","K16824"
"09140","09141","04145","K06463"
"09140","09141","04145","K06856"
"09140","09141","04145","K01330"
"09140","09141","04145","K06461"
"09140","09141","04145","K06464"
"09140","09141","04145","K03990"
"09140","09141","04145","K10066"
"09140","09141","04145","K10062"
"09140","09141","04145","K03991"
"09140","09141","04145","K10067"
"09140","09141","04145","K10068"
"09140","09141","04145","K06487"
"09140","09141","04145","K06481"
"09140","09141","04145","K06484"
"09140","09141","04145","K05719"
"09140","09141","04145","K06493"
"09140","09141","04145","K06588"
"09140","09141","04145","K16857"
"09140","09141","04145","K04659"
"09140","09141","04145","K10159"
"09140","09141","04145","K10169"
"09140","09141","04145","K10160"
"09140","09141","04145","K04391"
"09140","09141","04145","K06560"
"09140","09141","04145","K06563"
"09140","09141","04145","K10074"
"09140","09141","04145","K06558"
"09140","09141","04145","K13884"
"09140","09141","04145","K08763"
"09140","09141","04145","K13885"
"09140","09141","04145","K06259"
"09140","09141","04145","K08009"
"09140","09141","04145","K21421"
"09140","09141","04145","K04392"
"09140","09141","04145","K08011"
"09140","09141","04145","K08010"
"09140","09141","04145","K08012"
"09140","09141","04142","K02154"
"09140","09141","04142","K02146"
"09140","09141","04142","K02144"
"09140","09141","04142","K03662"
"09140","09141","04142","K02155"
"09140","09141","04142","K03661"
"09140","09141","04142","K24155"
"09140","09141","04142","K24738"
"09140","09141","04142","K25442"
"09140","09141","04142","K13289"
"09140","09141","04142","K01363"
"09140","09141","04142","K01275"
"09140","09141","04142","K01379"
"09140","09141","04142","K01382"
"09140","09141","04142","K01373"
"09140","09141","04142","K01319"
"09140","09141","04142","K01366"
"09140","09141","04142","K09599"
"09140","09141","04142","K01371"
"09140","09141","04142","K01365"
"09140","09141","04142","K09600"
"09140","09141","04142","K01374"
"09140","09141","04142","K01368"
"09140","09141","04142","K01375"
"09140","09141","04142","K08569"
"09140","09141","04142","K08568"
"09140","09141","04142","K08565"
"09140","09141","04142","K01369"
"09140","09141","04142","K01279"
"09140","09141","04142","K01189"
"09140","09141","04142","K12309"
"09140","09141","04142","K12316"
"09140","09141","04142","K01201"
"09140","09141","04142","K01217"
"09140","09141","04142","K01204"
"09140","09141","04142","K01205"
"09140","09141","04142","K01202"
"09140","09141","04142","K01195"
"09140","09141","04142","K01206"
"09140","09141","04142","K12373"
"09140","09141","04142","K01192"
"09140","09141","04142","K12311"
"09140","09141","04142","K01186"
"09140","09141","04142","K01197"
"09140","09141","04142","K01134"
"09140","09141","04142","K01135"
"09140","09141","04142","K12381"
"09140","09141","04142","K01132"
"09140","09141","04142","K01137"
"09140","09141","04142","K01136"
"09140","09141","04142","K01565"
"09140","09141","04142","K01052"
"09140","09141","04142","K06129"
"09140","09141","04142","K01158"
"09140","09141","04142","K14410"
"09140","09141","04142","K14379"
"09140","09141","04142","K12350"
"09140","09141","04142","K12348"
"09140","09141","04142","K01444"
"09140","09141","04142","K12382"
"09140","09141","04142","K12383"
"09140","09141","04142","K01074"
"09140","09141","04142","K06528"
"09140","09141","04142","K06562"
"09140","09141","04142","K06501"
"09140","09141","04142","K06497"
"09140","09141","04142","K12384"
"09140","09141","04142","K12385"
"09140","09141","04142","K13443"
"09140","09141","04142","K12386"
"09140","09141","04142","K12301"
"09140","09141","04142","K12347"
"09140","09141","04142","K21398"
"09140","09141","04142","K12387"
"09140","09141","04142","K05642"
"09140","09141","04142","K05656"
"09140","09141","04142","K06546"
"09140","09141","04142","K12305"
"09140","09141","04142","K12388"
"09140","09141","04142","K12389"
"09140","09141","04142","K12390"
"09140","09141","04142","K12307"
"09140","09141","04142","K10532"
"09140","09141","04142","K13444"
"09140","09141","04142","K08239"
"09140","09141","04142","K10087"
"09140","09141","04142","K01125"
"09140","09141","04142","K06564"
"09140","09141","04142","K10089"
"09140","09141","04142","K04644"
"09140","09141","04142","K04645"
"09140","09141","04142","K04646"
"09140","09141","04142","K12391"
"09140","09141","04142","K12392"
"09140","09141","04142","K12393"
"09140","09141","04142","K12394"
"09140","09141","04142","K12395"
"09140","09141","04142","K12396"
"09140","09141","04142","K12397"
"09140","09141","04142","K12398"
"09140","09141","04142","K12399"
"09140","09141","04142","K12400"
"09140","09141","04142","K12401"
"09140","09141","04142","K12402"
"09140","09141","04142","K12403"
"09140","09141","04142","K12404"
"09140","09141","04142","K04992"
"09140","09141","04142","K19363"
"09140","09141","04142","K27947"
"09140","09141","04146","K13335"
"09140","09141","04146","K13336"
"09140","09141","04146","K13337"
"09140","09141","04146","K05677"
"09140","09141","04146","K13338"
"09140","09141","04146","K13339"
"09140","09141","04146","K13340"
"09140","09141","04146","K13341"
"09140","09141","04146","K13342"
"09140","09141","04146","K13343"
"09140","09141","04146","K13344"
"09140","09141","04146","K13345"
"09140","09141","04146","K13346"
"09140","09141","04146","K06664"
"09140","09141","04146","K13347"
"09140","09141","04146","K13348"
"09140","09141","04146","K13349"
"09140","09141","04146","K13350"
"09140","09141","04146","K13351"
"09140","09141","04146","K13352"
"09140","09141","04146","K13353"
"09140","09141","04146","K13354"
"09140","09141","04146","K12261"
"09140","09141","04146","K01796"
"09140","09141","04146","K00477"
